study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Barrington2011a	DUL03	6.0	DUL03	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL03	720.0	hr	18.5831537220522	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL03	6.0	DUL03	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL03	744.0	hr	16.1963781843007	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL03	6.0	DUL03	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL03	816.0	hr	10.0106602566507	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL03	6.0	DUL03	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL03	840.0	hr	8.90668941468265	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL1	5.0	DUL1	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL1	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL1	5.0	DUL1	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL1	12.0	hr	15.1205313692364	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL1	5.0	DUL1	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL1	24.0	hr	28.0687938247585	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL1	5.0	DUL1	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL1	48.0	hr	34.4965859797307	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL1	5.0	DUL1	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL1	72.0	hr	35.4581749457919	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL1	5.0	DUL1	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL1	168.0	hr	19.2328943858557	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL1	5.0	DUL1	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL1	336.0	hr	25.4936978011991	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL1	5.0	DUL1	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL1	504.0	hr	27.4959452386452	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL1	5.0	DUL1	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL1	672.0	hr	26.2043321382937	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL1	5.0	DUL1	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL1	696.0	hr	48.9795575794435	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL1	5.0	DUL1	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL1	720.0	hr	52.8263590287831	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL1	5.0	DUL1	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL1	744.0	hr	48.9795575794435	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL1	5.0	DUL1	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL1	816.0	hr	30.4820897134244	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL1	5.0	DUL1	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL1	840.0	hr	22.6822649581185	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL3	3.0	DUL3	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL3	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL3	3.0	DUL3	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL3	12.0	hr	70.0226697302531	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL3	3.0	DUL3	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL3	24.0	hr	83.150641315776	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL3	3.0	DUL3	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL3	48.0	hr	108.713495107546	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL3	3.0	DUL3	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL3	72.0	hr	114.07198979174	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL3	3.0	DUL3	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL3	168.0	hr	45.4128791910662	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL3	3.0	DUL3	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL3	336.0	hr	56.1974187920092	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL3	3.0	DUL3	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL3	504.0	hr	42.1059253766703	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL3	3.0	DUL3	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL3	672.0	hr	46.3590186136126	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL3	3.0	DUL3	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL3	696.0	hr	171.119058819606	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL3	3.0	DUL3	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL3	720.0	hr	188.40368812693	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL3	3.0	DUL3	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL3	744.0	hr	166.478487242099	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL3	3.0	DUL3	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL3	816.0	hr	166.478487242099	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL3	3.0	DUL3	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL3	840.0	hr	102.897028726058	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL5	9.0	DUL5	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL5	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL5	9.0	DUL5	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL5	12.0	hr	78.7018568356714	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL5	9.0	DUL5	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL5	24.0	hr	118.874693493698	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL5	9.0	DUL5	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL5	48.0	hr	138.280535165232	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL5	9.0	DUL5	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL5	72.0	hr	147.104765278818	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL5	9.0	DUL5	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL5	168.0	hr	94.1015728430412	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL5	9.0	DUL5	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL5	336.0	hr	115.65093497307	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL5	9.0	DUL5	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL5	504.0	hr	118.874693493698	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL5	9.0	DUL5	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL5	672.0	hr	108.713495107546	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL5	9.0	DUL5	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL5	696.0	hr	197.690117197323	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL5	9.0	DUL5	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL5	720.0	hr	207.434274912716	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL5	9.0	DUL5	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL5	744.0	hr	236.372453100262	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL5	9.0	DUL5	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL5	816.0	hr	155.420164978831	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL5	9.0	DUL5	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL5	840.0	hr	126.460559782232	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL8	6.0	DUL8	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL8	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL8	6.0	DUL8	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL8	12.0	hr	139.234261980635	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL8	6.0	DUL8	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL8	24.0	hr	199.053594462478	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL8	6.0	DUL8	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL8	48.0	hr	244.637083247628	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL8	6.0	DUL8	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL8	72.0	hr	258.46563837222	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL8	6.0	DUL8	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL8	168.0	hr	165.338142938823	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL8	6.0	DUL8	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL8	336.0	hr	213.216485072764	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL8	6.0	DUL8	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL8	504.0	hr	242.961368211571	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL8	6.0	DUL8	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL8	672.0	hr	197.690117197323	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL8	6.0	DUL8	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL8	696.0	hr	296.554401805563	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL8	6.0	DUL8	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL8	720.0	hr	335.61062694546	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL8	6.0	DUL8	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL8	744.0	hr	294.523029554498	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL8	6.0	DUL8	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL8	816.0	hr	226.822675749158	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011a	DUL8	6.0	DUL8	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL8	840.0	hr	185.831472903751	NA	NA	NA	NA	NA	NA	ng/ml	NA
