study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Zhang2023	DULP	12.0	DULP	concentration	dulaglutide	plasma	NR	dulaglutide_DULP	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	ng/ml	NA
Zhang2023	DULP	12.0	DULP	concentration	dulaglutide	plasma	NR	dulaglutide_DULP	4.0	hr	16.5666658240424	NA	NA	NA	9.76110942784071	NA	NA	ng/ml	NA
Zhang2023	DULP	12.0	DULP	concentration	dulaglutide	plasma	NR	dulaglutide_DULP	12.0	hr	38.8111115106653	NA	NA	NA	13.61111101221155	NA	NA	ng/ml	NA
Zhang2023	DULP	12.0	DULP	concentration	dulaglutide	plasma	NR	dulaglutide_DULP	24.0	hr	54.4444440488462	NA	NA	NA	14.077777655142345	NA	NA	ng/ml	NA
Zhang2023	DULP	12.0	DULP	concentration	dulaglutide	plasma	NR	dulaglutide_DULP	36.0	hr	54.988890839188	NA	NA	NA	12.327777744151952	NA	NA	ng/ml	NA
Zhang2023	DULP	12.0	DULP	concentration	dulaglutide	plasma	NR	dulaglutide_DULP	48.0	hr	53.9000008188883	NA	NA	NA	10.383332805209701	NA	NA	ng/ml	NA
Zhang2023	DULP	12.0	DULP	concentration	dulaglutide	plasma	NR	dulaglutide_DULP	60.0	hr	49.9333343539767	NA	NA	NA	9.683332840813549	NA	NA	ng/ml	NA
Zhang2023	DULP	12.0	DULP	concentration	dulaglutide	plasma	NR	dulaglutide_DULP	72.0	hr	47.2888912308303	NA	NA	NA	9.372222932321002	NA	NA	ng/ml	NA
Zhang2023	DULP	12.0	DULP	concentration	dulaglutide	plasma	NR	dulaglutide_DULP	96.0	hr	36.1666683875189	NA	NA	NA	6.222223092538298	NA	NA	ng/ml	NA
Zhang2023	DULP	12.0	DULP	concentration	dulaglutide	plasma	NR	dulaglutide_DULP	120.0	hr	29.2444453305844	NA	NA	NA	5.638889788874851	NA	NA	ng/ml	NA
Zhang2023	DULP	12.0	DULP	concentration	dulaglutide	plasma	NR	dulaglutide_DULP	168.0	hr	18.2777792217112	NA	NA	NA	5.016666411505799	NA	NA	ng/ml	NA
Zhang2023	DULP	12.0	DULP	concentration	dulaglutide	plasma	NR	dulaglutide_DULP	216.0	hr	11.3555597251607	NA	NA	NA	3.92777639120602	NA	NA	ng/ml	NA
Zhang2023	DULP	12.0	DULP	concentration	dulaglutide	plasma	NR	dulaglutide_DULP	288.0	hr	6.22222665292222	NA	NA	NA	2.955553031638945	NA	NA	ng/ml	NA
Zhang2023	DULP	12.0	DULP	concentration	dulaglutide	plasma	NR	dulaglutide_DULP	360.0	hr	7.93333292982315	NA	NA	NA	6.0666663581000195	NA	NA	ng/ml	NA
Zhang2023	DULF	41.0	DULF	concentration	dulaglutide	plasma	NR	dulaglutide_DULF	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	ng/ml	NA
Zhang2023	DULF	41.0	DULF	concentration	dulaglutide	plasma	NR	dulaglutide_DULF	4.0	hr	16.2585851306164	NA	NA	NA	5.806637022891751	NA	NA	ng/ml	NA
Zhang2023	DULF	41.0	DULF	concentration	dulaglutide	plasma	NR	dulaglutide_DULF	12.0	hr	39.8855847531186	NA	NA	NA	11.33295247467995	NA	NA	ng/ml	NA
Zhang2023	DULF	41.0	DULF	concentration	dulaglutide	plasma	NR	dulaglutide_DULF	24.0	hr	50.938215656695	NA	NA	NA	11.733409505064	NA	NA	ng/ml	NA
Zhang2023	DULF	41.0	DULF	concentration	dulaglutide	plasma	NR	dulaglutide_DULF	36.0	hr	52.1395885809968	NA	NA	NA	11.212815182249749	NA	NA	ng/ml	NA
Zhang2023	DULF	41.0	DULF	concentration	dulaglutide	plasma	NR	dulaglutide_DULF	48.0	hr	56.0640722449496	NA	NA	NA	11.45308976711015	NA	NA	ng/ml	NA
Zhang2023	DULF	41.0	DULF	concentration	dulaglutide	plasma	NR	dulaglutide_DULF	60.0	hr	46.1327239594879	NA	NA	NA	7.288329685147399	NA	NA	ng/ml	NA
Zhang2023	DULF	41.0	DULF	concentration	dulaglutide	plasma	NR	dulaglutide_DULF	72.0	hr	49.9771173172536	NA	NA	NA	6.967962960950402	NA	NA	ng/ml	NA
Zhang2023	DULF	41.0	DULF	concentration	dulaglutide	plasma	NR	dulaglutide_DULF	96.0	hr	41.4073225684678	NA	NA	NA	6.167048900182248	NA	NA	ng/ml	NA
Zhang2023	DULF	41.0	DULF	concentration	dulaglutide	plasma	NR	dulaglutide_DULF	120.0	hr	31.6361585616793	NA	NA	NA	4.364989513729601	NA	NA	ng/ml	NA
Zhang2023	DULF	41.0	DULF	concentration	dulaglutide	plasma	NR	dulaglutide_DULF	168.0	hr	21.2242574401977	NA	NA	NA	2.6830637534078505	NA	NA	ng/ml	NA
Zhang2023	DULF	41.0	DULF	concentration	dulaglutide	plasma	NR	dulaglutide_DULF	216.0	hr	12.2540038278782	NA	NA	NA	2.3226555424165145	NA	NA	ng/ml	NA
Zhang2023	DULF	41.0	DULF	concentration	dulaglutide	plasma	NR	dulaglutide_DULF	288.0	hr	6.72768837609002	NA	NA	NA	1.5217378153491947	NA	NA	ng/ml	NA
Zhang2023	DULF	41.0	DULF	concentration	dulaglutide	plasma	NR	dulaglutide_DULF	360.0	hr	5.04576628206751	NA	NA	NA	1.0812356318716099	NA	NA	ng/ml	NA
