study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Barrington2011	DUL01	6.0	DUL01	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL01	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011	DUL01	6.0	DUL01	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL01	12.0	hr	10.9042022283173	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011	DUL01	6.0	DUL01	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL01	24.0	hr	11.9727918027558	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011	DUL01	6.0	DUL01	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL01	48.0	hr	11.4855123188431	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011	DUL01	6.0	DUL01	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL01	72.0	hr	9.72679660981394	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011	DUL01	6.0	DUL01	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL01	96.0	hr	8.15226304391781	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011	DUL03	6.0	DUL03	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL03	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011	DUL03	6.0	DUL03	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL03	8.0	hr	14.4343920539611	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011	DUL03	6.0	DUL03	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL03	12.0	hr	19.1074593951625	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011	DUL03	6.0	DUL03	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL03	24.0	hr	25.0320333654301	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011	DUL03	6.0	DUL03	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL03	48.0	hr	25.2934193891483	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011	DUL03	6.0	DUL03	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL03	72.0	hr	20.9799514377855	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011	DUL03	6.0	DUL03	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL03	96.0	hr	17.4020900677699	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011	DUL03	6.0	DUL03	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL03	168.0	hr	10.7915240784273	NA	NA	NA	NA	NA	NA	ng/ml	NA
Barrington2011	DUL1	6.0	DUL1	concentration	dulaglutide	plasma	RIA	dulaglutide_DUL1	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	ng/ml	NA
