study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Dungan2014	DUL15	299.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	0.0	day	0.0	NA	NA	NA	NA	NA	NA	kg	NA
Dungan2014	DUL15	299.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	7.0	day	-0.523809814453125	NA	NA	NA	2.7995975596911156	0.16190490722656198	NA	kg	NA
Dungan2014	DUL15	299.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	14.0	day	-0.885714285714286	NA	NA	NA	2.634910472414437	0.15238080705914891	NA	kg	NA
Dungan2014	DUL15	299.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	28.0	day	-1.28571428571428	NA	NA	NA	3.787682390618216	0.21904732840400998	NA	kg	NA
Dungan2014	DUL15	299.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	56.0	day	-1.89523838588169	NA	NA	NA	4.775782298638676	0.27619062151228	NA	kg	NA
Dungan2014	DUL15	299.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	84.0	day	-2.32380981445312	NA	NA	NA	5.269820944829085	0.30476161411831004	NA	kg	NA
Dungan2014	DUL15	299.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	140.0	day	-2.52380981445312	NA	NA	NA	6.587287488856135	0.3809526715959901	NA	kg	NA
Dungan2014	DUL15	299.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	182.0	day	-2.73333347865513	NA	NA	NA	7.081333673592861	0.40952410016741014	NA	kg	NA
Dungan2014	LIR	300.0	LIR18D168	weight (change)	NA	NA	NR	bodyweight_change_LIR18	0.0	day	0.0	NA	NA	NA	NA	NA	NA	kg	NA
Dungan2014	LIR	300.0	LIR18D168	weight (change)	NA	NA	NR	bodyweight_change_LIR18	7.0	day	-0.504762050083705	NA	NA	NA	NA	NA	NA	kg	NA
Dungan2014	LIR	300.0	LIR18D168	weight (change)	NA	NA	NR	bodyweight_change_LIR18	14.0	day	-1.03809552873883	NA	NA	NA	NA	NA	NA	kg	NA
Dungan2014	LIR	300.0	LIR18D168	weight (change)	NA	NA	NR	bodyweight_change_LIR18	28.0	day	-1.69523838588169	NA	NA	NA	NA	NA	NA	kg	NA
Dungan2014	LIR	300.0	LIR18D168	weight (change)	NA	NA	NR	bodyweight_change_LIR18	56.0	day	-2.42857142857142	NA	NA	NA	4.783761890332771	0.2761906215122698	NA	kg	NA
Dungan2014	LIR	300.0	LIR18D168	weight (change)	NA	NA	NR	bodyweight_change_LIR18	84.0	day	-2.80952410016741	NA	NA	NA	5.773505208943608	0.33333347865512986	NA	kg	NA
Dungan2014	LIR	300.0	LIR18D168	weight (change)	NA	NA	NR	bodyweight_change_LIR18	140.0	day	-3.04761919294084	NA	NA	NA	6.433331570970093	0.3714285714285701	NA	kg	NA
Dungan2014	LIR	300.0	LIR18D168	weight (change)	NA	NA	NR	bodyweight_change_LIR18	182.0	day	-3.46666695731026	NA	NA	NA	7.093165484138806	0.40952410016741014	NA	kg	NA
