study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Giorgino2015	DUL075	272.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	20.0	week	-1.0922844594573	NA	NA	NA	2.79448297765652	0.169440418909829	NA	kg	NA
Giorgino2015	DUL075	272.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	26.0	week	-1.34644481080926	NA	NA	NA	2.89428887810936	0.17549204052199	NA	kg	NA
Giorgino2015	DUL075	272.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	35.0	week	-1.27382756756584	NA	NA	NA	3.29349420547145	0.19969741891939	NA	kg	NA
Giorgino2015	DUL075	272.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	44.0	week	-1.19515870271027	NA	NA	NA	3.29349420547135	0.199697418919384	NA	kg	NA
Giorgino2015	DUL075	272.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	52.0	week	-1.15885008108857	NA	NA	NA	3.59290276960525	0.217851729730245	NA	kg	NA
Giorgino2015	DUL075	272.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	65.0	week	-1.17700439189942	NA	NA	NA	3.89231133373895	0.236006040541095	NA	kg	NA
Giorgino2015	DUL075	272.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	78.0	week	-1.3040845675754	NA	NA	NA	4.09191399742025	0.24810872973981	NA	kg	NA
Giorgino2015	DUL15	273.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	0.0	week	0.0	NA	NA	NA	NA	NA	NA	kg	NA
Giorgino2015	DUL15	273.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	2.0	week	-0.626323445961658	NA	NA	NA	1.29981381519562	0.0786683108299671	NA	kg	NA
Giorgino2015	DUL15	273.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	4.0	week	-0.86838110811491	NA	NA	NA	1.69976145664326	0.102874243252973	NA	kg	NA
Giorgino2015	DUL15	273.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	8.0	week	-1.20726139190898	NA	NA	NA	2.29967834181207	0.13918286487468	NA	kg	NA
Giorgino2015	DUL15	273.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	14.0	week	-1.37065018920666	NA	NA	NA	2.59963678439641	0.15733717568553	NA	kg	NA
Giorgino2015	DUL15	273.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	20.0	week	-1.54614222972865	NA	NA	NA	2.79961518212296	0.16944041890984	NA	kg	NA
Giorgino2015	DUL15	273.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	26.0	week	-1.70347940541418	NA	NA	NA	3.09957362470731	0.18759472972069	NA	kg	NA
Giorgino2015	DUL15	273.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	35.0	week	-1.68532509460333	NA	NA	NA	3.39953206729165	0.20574904053154	NA	kg	NA
Giorgino2015	DUL15	273.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	44.0	week	-1.70347940541418	NA	NA	NA	3.29954286842846	0.19969741891939	NA	kg	NA
Giorgino2015	DUL15	273.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	52.0	week	-1.76399395945889	NA	NA	NA	3.699490509876	0.22390335134239	NA	kg	NA
Giorgino2015	DUL15	273.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	65.0	week	-1.66717078379247	NA	NA	NA	3.99944895246051	0.24205766215325	NA	kg	NA
Giorgino2015	DUL15	273.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	78.0	week	-1.75189071623459	NA	NA	NA	4.29939824103962	0.2602114189385	NA	kg	NA
