study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	ci	se	cv	unit	comments
Pratley2018	SEM10	300.0	SEM10	weight	NA	NA	NR	bodyweight_SEM10	2688.0	hr	90.3542234332425	NA	NA	NA	3.66000837944739	0.414168937329606	NA	NA	kg	NA
Pratley2018	SEM10	300.0	SEM10	weight	NA	NA	NR	bodyweight_SEM10	4704.0	hr	89.1117166212534	NA	NA	NA	4.23790443936001	0.479564032697425	NA	NA	kg	NA
Pratley2018	SEM10	300.0	SEM10	weight	NA	NA	NR	bodyweight_SEM10	6720.0	hr	88.7302452316076	NA	NA	NA	4.23790443936152	0.479564032697596	NA	NA	kg	NA
Pratley2018	DUL075	299.0	DUL075	weight	NA	NA	NR	bodyweight_DUL075	0.0	hr	95.2806539509536	NA	NA	NA	NA	NA	NA	NA	kg	NA
Pratley2018	DUL075	299.0	DUL075	weight	NA	NA	NR	bodyweight_DUL075	672.0	hr	94.0599455040872	NA	NA	NA	2.30772838335485	0.261580381471219	NA	NA	kg	NA
Pratley2018	DUL075	299.0	DUL075	weight	NA	NA	NR	bodyweight_DUL075	1344.0	hr	93.5803814713896	NA	NA	NA	2.30772838335636	0.26158038147139	NA	NA	kg	NA
Pratley2018	DUL075	299.0	DUL075	weight	NA	NA	NR	bodyweight_DUL075	2016.0	hr	93.1989100817438	NA	NA	NA	2.69234978058226	0.305177111716603	NA	NA	kg	NA
Pratley2018	DUL075	299.0	DUL075	weight	NA	NA	NR	bodyweight_DUL075	2688.0	hr	92.991825613079	NA	NA	NA	2.8846604791952	0.326975476839209	NA	NA	kg	NA
Pratley2018	DUL075	299.0	DUL075	weight	NA	NA	NR	bodyweight_DUL075	4704.0	hr	92.7520435967302	NA	NA	NA	3.84621397226119	0.435967302452383	NA	NA	kg	NA
Pratley2018	DUL075	299.0	DUL075	weight	NA	NA	NR	bodyweight_DUL075	6720.0	hr	92.9700272479564	NA	NA	NA	4.23083536948533	0.479564032697397	NA	NA	kg	NA
Pratley2018	DUL15	299.0	DUL15	weight	NA	NA	NR	bodyweight_DUL15	0.0	hr	95.2806539509536	NA	NA	NA	NA	NA	NA	NA	kg	NA
Pratley2018	DUL15	299.0	DUL15	weight	NA	NA	NR	bodyweight_DUL15	672.0	hr	93.6239782016348	NA	NA	NA	1.92310698613072	0.217983651226206	NA	NA	kg	NA
Pratley2018	DUL15	299.0	DUL15	weight	NA	NA	NR	bodyweight_DUL15	1344.0	hr	93.0354223433242	NA	NA	NA	2.11541768474367	0.239782016348812	NA	NA	kg	NA
Pratley2018	DUL15	299.0	DUL15	weight	NA	NA	NR	bodyweight_DUL15	2016.0	hr	92.6321525885558	NA	NA	NA	3.07697117780814	0.348773841961815	NA	NA	kg	NA
Pratley2018	DUL15	299.0	DUL15	weight	NA	NA	NR	bodyweight_DUL15	2688.0	hr	92.425068119891	NA	NA	NA	3.07697117780814	0.348773841961815	NA	NA	kg	NA
Pratley2018	DUL15	299.0	DUL15	weight	NA	NA	NR	bodyweight_DUL15	4704.0	hr	92.0980926430517	NA	NA	NA	4.03852467087413	0.457765667574989	NA	NA	kg	NA
Pratley2018	DUL15	299.0	DUL15	weight	NA	NA	NR	bodyweight_DUL15	6720.0	hr	92.2724795640327	NA	NA	NA	4.61545676671122	0.523160762942609	NA	NA	kg	NA
Pratley2018	SEM05	301.0	SEM05	weight (change)	NA	NA	NR	bodyweight_change_SEM05	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	NA	kg	NA
Pratley2018	SEM05	301.0	SEM05	weight (change)	NA	NA	NR	bodyweight_change_SEM05	672.0	hr	-1.23160762942781	NA	NA	NA	1.92952806238128	NA	NA	NA	kg	NA
Pratley2018	SEM05	301.0	SEM05	weight (change)	NA	NA	NR	bodyweight_change_SEM05	1344.0	hr	-2.53950953678471	NA	NA	NA	2.70133928733304	NA	NA	NA	kg	NA
Pratley2018	SEM05	301.0	SEM05	weight (change)	NA	NA	NR	bodyweight_change_SEM05	2016.0	hr	-3.2152588555858	NA	NA	NA	3.08724489980879	NA	NA	NA	kg	NA
Pratley2018	SEM05	301.0	SEM05	weight (change)	NA	NA	NR	bodyweight_change_SEM05	2688.0	hr	-3.64032697547681	NA	NA	NA	3.47315051228479	NA	NA	NA	kg	NA
Pratley2018	SEM05	301.0	SEM05	weight (change)	NA	NA	NR	bodyweight_change_SEM05	4704.0	hr	-4.41416893732971	NA	NA	NA	4.0520089310003	NA	NA	NA	kg	NA
Pratley2018	SEM05	301.0	SEM05	weight (change)	NA	NA	NR	bodyweight_change_SEM05	6720.0	hr	-4.5994550408719	NA	NA	NA	5.20972576842807	NA	NA	NA	kg	NA
Pratley2018	SEM10	300.0	SEM10	weight (change)	NA	NA	NR	bodyweight_change_SEM10	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	NA	kg	NA
Pratley2018	SEM10	300.0	SEM10	weight (change)	NA	NA	NR	bodyweight_change_SEM10	672.0	hr	-1.30790190735691	NA	NA	NA	1.73368817973913	NA	NA	NA	kg	NA
Pratley2018	SEM10	300.0	SEM10	weight (change)	NA	NA	NR	bodyweight_change_SEM10	1344.0	hr	-2.50681198910081	NA	NA	NA	2.69684827959326	NA	NA	NA	kg	NA
Pratley2018	SEM10	300.0	SEM10	weight (change)	NA	NA	NR	bodyweight_change_SEM10	2016.0	hr	-3.82561307901901	NA	NA	NA	3.27474433950563	NA	NA	NA	kg	NA
Pratley2018	SEM10	300.0	SEM10	weight (change)	NA	NA	NR	bodyweight_change_SEM10	2688.0	hr	-4.92643051771111	NA	NA	NA	3.66000837944739	NA	NA	NA	kg	NA
Pratley2018	SEM10	300.0	SEM10	weight (change)	NA	NA	NR	bodyweight_change_SEM10	4704.0	hr	-6.16893732970021	NA	NA	NA	4.23790443936001	NA	NA	NA	kg	NA
Pratley2018	SEM10	300.0	SEM10	weight (change)	NA	NA	NR	bodyweight_change_SEM10	6720.0	hr	-6.55040871934601	NA	NA	NA	4.23790443936152	NA	NA	NA	kg	NA
Pratley2018	DUL075	299.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	NA	kg	NA
Pratley2018	DUL075	299.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	672.0	hr	-1.22070844686641	NA	NA	NA	2.30772838335485	NA	NA	NA	kg	NA
Pratley2018	DUL075	299.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	1344.0	hr	-1.70027247956401	NA	NA	NA	2.30772838335636	NA	NA	NA	kg	NA
Pratley2018	DUL075	299.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	2016.0	hr	-2.0817438692098	NA	NA	NA	2.69234978058226	NA	NA	NA	kg	NA
Pratley2018	DUL075	299.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	2688.0	hr	-2.28882833787461	NA	NA	NA	2.8846604791952	NA	NA	NA	kg	NA
Pratley2018	DUL075	299.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	4704.0	hr	-2.5286103542234	NA	NA	NA	3.84621397226119	NA	NA	NA	kg	NA
Pratley2018	DUL075	299.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	6720.0	hr	-2.31062670299721	NA	NA	NA	4.23083536948533	NA	NA	NA	kg	NA
Pratley2018	DUL15	299.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	NA	kg	NA
Pratley2018	DUL15	299.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	672.0	hr	-1.65667574931881	NA	NA	NA	1.92310698613072	NA	NA	NA	kg	NA
Pratley2018	DUL15	299.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	1344.0	hr	-2.24523160762941	NA	NA	NA	2.11541768474367	NA	NA	NA	kg	NA
Pratley2018	DUL15	299.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	2016.0	hr	-2.64850136239781	NA	NA	NA	3.07697117780814	NA	NA	NA	kg	NA
Pratley2018	DUL15	299.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	2688.0	hr	-2.85558583106261	NA	NA	NA	3.07697117780814	NA	NA	NA	kg	NA
Pratley2018	DUL15	299.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	4704.0	hr	-3.18256130790191	NA	NA	NA	4.03852467087413	NA	NA	NA	kg	NA
Pratley2018	DUL15	299.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	6720.0	hr	-3.00817438692091	NA	NA	NA	4.61545676671122	NA	NA	NA	kg	NA
