study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	ci	se	cv	unit	comments
Pratley2018	SEM05	301.0	SEM05	weight	NA	NA	NR	bodyweight_SEM05	0.0	hr	95.2806539509536	NA	NA	NA	NA	NA	NA	NA	kg	NA
Pratley2018	SEM05	301.0	SEM05	weight	NA	NA	NR	bodyweight_SEM05	672.0	hr	94.0490463215258	NA	NA	NA	1.92952806238128	0.217983651226206	NA	NA	kg	NA
Pratley2018	SEM05	301.0	SEM05	weight	NA	NA	NR	bodyweight_SEM05	1344.0	hr	92.7411444141689	NA	NA	NA	2.70133928733304	0.305177111716603	NA	NA	kg	NA
Pratley2018	SEM05	301.0	SEM05	weight	NA	NA	NR	bodyweight_SEM05	2016.0	hr	92.0653950953678	NA	NA	NA	3.08724489980879	0.348773841961787	NA	NA	kg	NA
Pratley2018	SEM05	301.0	SEM05	weight	NA	NA	NR	bodyweight_SEM05	2688.0	hr	91.6403269754768	NA	NA	NA	3.47315051228479	0.392370572207	NA	NA	kg	NA
Pratley2018	SEM05	301.0	SEM05	weight	NA	NA	NR	bodyweight_SEM05	4704.0	hr	90.8664850136239	NA	NA	NA	4.0520089310003	0.457765667574989	NA	NA	kg	NA
Pratley2018	SEM05	301.0	SEM05	weight	NA	NA	NR	bodyweight_SEM05	6720.0	hr	90.6811989100817	NA	NA	NA	5.20972576842807	0.588555858310599	NA	NA	kg	NA
Pratley2018	SEM10	300.0	SEM10	weight	NA	NA	NR	bodyweight_SEM10	0.0	hr	95.2806539509536	NA	NA	NA	NA	NA	NA	NA	kg	NA
Pratley2018	SEM10	300.0	SEM10	weight	NA	NA	NR	bodyweight_SEM10	672.0	hr	93.9727520435967	NA	NA	NA	1.73368817973913	0.196185286103599	NA	NA	kg	NA
Pratley2018	SEM10	300.0	SEM10	weight	NA	NA	NR	bodyweight_SEM10	1344.0	hr	92.7738419618528	NA	NA	NA	2.69684827959326	0.305177111716603	NA	NA	kg	NA
Pratley2018	SEM10	300.0	SEM10	weight	NA	NA	NR	bodyweight_SEM10	2016.0	hr	91.4550408719346	NA	NA	NA	3.27474433950563	0.370572207084393	NA	NA	kg	NA
