study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	ci	se	cv	unit	comments
Wysham2014	DUL075	280.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	26.0	week	0.177777795270217	NA	NA	NA	4.143456872771772	NA	0.247618909794002	NA	kg	NA
Wysham2014	DUL075	280.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	39.0	week	0.469841199294838	NA	NA	NA	5.099641410320686	NA	0.304761865548084	NA	kg	NA
Wysham2014	DUL075	280.0	DUL075	weight (change)	NA	NA	NR	bodyweight_change_DUL075	52.0	week	0.495238122341765	NA	NA	NA	5.524611190111451	NA	0.330158667493507	NA	kg	NA
Wysham2014	DUL15	279.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	0.0	week	0.0	NA	NA	NA	NA	NA	NA	NA	kg	NA
Wysham2014	DUL15	279.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	2.0	week	-0.965079382187355	NA	NA	NA	1.8028919451246923	NA	0.10793631744192	NA	kg	NA
Wysham2014	DUL15	279.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	4.0	week	-1.33333331314974	NA	NA	NA	2.0149980697239607	NA	0.12063477896538011	NA	kg	NA
Wysham2014	DUL15	279.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	8.0	week	-1.41587319195075	NA	NA	NA	2.6513164435219227	NA	0.15873016353576985	NA	kg	NA
Wysham2014	DUL15	279.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	13.0	week	-1.44761922465791	NA	NA	NA	3.393681811237983	NA	0.2031744155633901	NA	kg	NA
Wysham2014	DUL15	279.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	26.0	week	-1.33968290721599	NA	NA	NA	4.030004230623643	NA	0.24127004233677996	NA	kg	NA
Wysham2014	DUL15	279.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	39.0	week	-0.907936668636281	NA	NA	NA	4.772369598339582	NA	0.285714294364393	NA	kg	NA
Wysham2014	DUL15	279.0	DUL15	weight (change)	NA	NA	NR	bodyweight_change_DUL15	52.0	week	-1.08571440335574	NA	NA	NA	5.620790051148951	NA	0.336507898255233	NA	kg	NA
