study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	ci	se	cv	unit	comments
Weinstock2015	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	0.0	week	0.0	NA	NA	NA	NA	NA	NA	NA	mmol/l	NA
Weinstock2015	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	2.0	week	-0.845000050253494	NA	NA	NA	1.77482385384707	NA	0.099999995431501	NA	mmol/l	NA
Weinstock2015	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	4.0	week	-1.1749999588835	NA	NA	NA	1.86356369245621	NA	0.10499991890913	NA	mmol/l	NA
Weinstock2015	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	8.0	week	-1.09500003883224	NA	NA	NA	2.1297865934918	NA	0.11999988007689	NA	mmol/l	NA
Weinstock2015	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	12.0	week	-1.15499988350326	NA	NA	NA	1.86356707766416	NA	0.10500010964399	NA	mmol/l	NA
Weinstock2015	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	26.0	week	-0.97000004454287	NA	NA	NA	1.95230353106536	NA	0.10999984238676	NA	mmol/l	NA
Weinstock2015	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	39.0	week	-0.770000053679869	NA	NA	NA	2.4847527183443	NA	0.139999955457129	NA	mmol/l	NA
Weinstock2015	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	52.0	week	-0.904999894924511	NA	NA	NA	2.30727304112581	NA	0.130000108501859	NA	mmol/l	NA
Weinstock2015	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	65.0	week	-0.710000018273997	NA	NA	NA	2.12978659349177	NA	0.119999880076888	NA	mmol/l	NA
Weinstock2015	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	78.0	week	-0.749999978299627	NA	NA	NA	2.3960128797351	NA	0.135000031979496	NA	mmol/l	NA
Weinstock2015	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	91.0	week	-0.75499990177726	NA	NA	NA	2.30727304112589	NA	0.130000108501863	NA	mmol/l	NA
Weinstock2015	SITA	315.0	SITA	concentration change absolute	glucose	plasma	NR	fpg_change_SITA	104.0	week	-0.470000067385367	NA	NA	NA	2.57349255695353	NA	0.144999878934763	NA	mmol/l	NA
Weinstock2015	DUL075	302.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	0.0	week	0.0	NA	NA	NA	NA	NA	NA	NA	mmol/l	NA
Weinstock2015	DUL075	302.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	2.0	week	-1.65499986066076	NA	NA	NA	1.65092523413831	NA	0.09500007195387	NA	mmol/l	NA
Weinstock2015	DUL075	302.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	4.0	week	-1.92999984809739	NA	NA	NA	1.82470736109242	NA	0.10500010964398	NA	mmol/l	NA
Weinstock2015	DUL075	302.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	8.0	week	-1.84999992804613	NA	NA	NA	2.08537889421478	NA	0.12000007081174	NA	mmol/l	NA
Weinstock2015	DUL075	302.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	12.0	week	-2.11499987779263	NA	NA	NA	1.91160008187896	NA	0.11000022385648	NA	mmol/l	NA
Weinstock2015	DUL075	302.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	26.0	week	-1.9749999223355	NA	NA	NA	2.08537557959647	NA	0.11999988007689	NA	mmol/l	NA
Weinstock2015	DUL075	302.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	39.0	week	-1.77000000799487	NA	NA	NA	2.34604711271866	NA	0.13499984124464	NA	mmol/l	NA
Weinstock2015	DUL075	302.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	52.0	week	-1.63499997601537	NA	NA	NA	2.34605042733713	NA	0.1350000319795	NA	mmol/l	NA
Weinstock2015	DUL075	302.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	65.0	week	-1.65499986066076	NA	NA	NA	2.17226830038285	NA	0.12499999428938	NA	mmol/l	NA
Weinstock2015	DUL075	302.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	78.0	week	-1.34500002741099	NA	NA	NA	2.51982923967294	NA	0.14499987893476	NA	mmol/l	NA
Weinstock2015	DUL075	302.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	91.0	week	-1.58999990177726	NA	NA	NA	2.34605042733696	NA	0.13500003197949	NA	mmol/l	NA
Weinstock2015	DUL075	302.0	DUL075	concentration change absolute	glucose	plasma	NR	fpg_change_DUL075	104.0	week	-1.38999991091425	NA	NA	NA	2.69361468124569	NA	0.15500010735974	NA	mmol/l	NA
Weinstock2015	DUL15	304.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	0.0	week	0.0	NA	NA	NA	NA	NA	NA	NA	mmol/l	NA
Weinstock2015	DUL15	304.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	2.0	week	-2.38000001827399	NA	NA	NA	1.74355949776175	NA	0.0999999954314998	NA	mmol/l	NA
Weinstock2015	DUL15	304.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	4.0	week	-2.41499986408713	NA	NA	NA	1.83073614241962	NA	0.10499991890914	NA	mmol/l	NA
Weinstock2015	DUL15	304.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	8.0	week	-2.31499986865563	NA	NA	NA	1.91791943822899	NA	0.11000022385648	NA	mmol/l	NA
Weinstock2015	DUL15	304.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	12.0	week	-2.50000008908574	NA	NA	NA	1.83073614241945	NA	0.10499991890913	NA	mmol/l	NA
Weinstock2015	DUL15	304.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	26.0	week	-2.38499994175163	NA	NA	NA	2.09227272754439	NA	0.12000007081174	NA	mmol/l	NA
Weinstock2015	DUL15	304.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	39.0	week	-2.26999979441752	NA	NA	NA	2.1794493722021	NA	0.12499999428937	NA	mmol/l	NA
Weinstock2015	DUL15	304.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	52.0	week	-2.38999986522926	NA	NA	NA	2.17944937220228	NA	0.12499999428938	NA	mmol/l	NA
Weinstock2015	DUL15	304.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	65.0	week	-2.28499994632013	NA	NA	NA	2.26662601685981	NA	0.129999917767	NA	mmol/l	NA
Weinstock2015	DUL15	304.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	78.0	week	-2.15000010507548	NA	NA	NA	2.35380266151786	NA	0.13499984124465	NA	mmol/l	NA
Weinstock2015	DUL15	304.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	91.0	week	-2.03999988121901	NA	NA	NA	2.35380931266934	NA	0.13500022271435	NA	mmol/l	NA
Weinstock2015	DUL15	304.0	DUL15	concentration change absolute	glucose	plasma	NR	fpg_change_DUL15	104.0	week	-2.00000011192823	NA	NA	NA	2.61533924664263	NA	0.14999999314725	NA	mmol/l	NA
