study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Barrington2011a	DUL5	9.0	DUL5	weight (change)			NR	bodyweight_change_DUL5	0.0	week	0.0								kg	kg
Barrington2011a	DUL5	9.0	DUL5	weight (change)			NR	bodyweight_change_DUL5	5.0	week	-2.49116605030321				1.27723646866665	0.42574548955555			kg	kg
