study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Barrington2011a	PLAC	11.0	PLAC	hba1c (change)		plasma	NR	hba1c_change_PLAC	0.0	week	0.0								percent	percent
Barrington2011a	PLAC	11.0	PLAC	hba1c (change)		plasma	NR	hba1c_change_PLAC	5.0	week	0.148644555473952				0.432570893063703	0.130425031592841			percent	percent
